#CODE	ENGLISH	ENGLISH
AIREASON_ALL_HELP_IS_APPRECIATED	All help is appreciated	All help is appreciated
EVTTOOLTIP100213	is disappointed [Root.GetTitledFirstName] couldn't give any better advice	is disappointed [Root.GetTitledFirstName] couldn't give any better advice
EVTOPTC100211	The cost to rebuild them will be great, and I want a share of that	The cost to rebuild them will be great, and I want a share of that
EVTTOOLTIP100214	considers [Root.GetTitledFirstName] offer	considers [Root.GetTitledFirstName] offer
EVTDESC100212	There's nothing we can do about the buildings except tear them down and use the salvageable material from them to build new houses with better fortifications. This is how I picture it...'\nWith [From.GetTitledFirstName]'s ideas and the material we managed to salvage, the new buildings would really outshine the old ones.	There's nothing we can do about the buildings except tear them down and use the salvageable material from them to build new houses with better fortifications. This is how I picture it...'\nWith [From.GetTitledFirstName]'s ideas and the material we managed to salvage, the new buildings would really outshine the old ones.
EVTOPTA100212	This is perfect! Thank you [From.GetTitledFirstName]!	This is perfect! Thank you [From.GetTitledFirstName]!
friendly_innovations	Friendly Innovations	Friendly Innovations
EVTDESC100213	I talked and talked about what kind of reinforcements I thought the buildings could benefit from, but [From.GetTitledFirstName] was skeptical of all my ideas. [From.GetSheHeCap] called the buildings 'unsalvageable' and 'a threat to anyone'. 'Tear them down and build anew', was [From.GetTitledFirstName]'s advice.	I talked and talked about what kind of reinforcements I thought the buildings could benefit from, but [From.GetTitledFirstName] was skeptical of all my ideas. [From.GetSheHeCap] called the buildings 'unsalvageable' and 'a threat to anyone'. 'Tear them down and build anew', was [From.GetTitledFirstName]'s advice.
EVTOPTA100213	But... that'll cost too much!	But... that'll cost too much!
EVTDESC100214	It will cost a large sum of money to repair these old buildings and even if they are repaired I wouldn't promise they would stand a siege. Tear them down, salvage as much material as you can, and build anew. It'll cost, and if you want my help, it'll cost a bit more.'\n[From.GetTitledFirstName] condemned the old buildings and my plans to reinforce them.	It will cost a large sum of money to repair these old buildings and even if they are repaired I wouldn't promise they would stand a siege. Tear them down, salvage as much material as you can, and build anew. It'll cost, and if you want my help, it'll cost a bit more.'\n[From.GetTitledFirstName] condemned the old buildings and my plans to reinforce them.
EVTOPTA100214	Then I can do nothing about them	Then I can do nothing about them
EVTTOOLTIPA100215	[Root.GetTitledFirstName] rejects [This.GetTitledFirstName]'s suggestion	[Root.GetTitledFirstName] rejects [This.GetTitledFirstName]'s suggestion
EVTOPTB100214	If that's the best idea, I'll have to do it	If that's the best idea, I'll have to do it
EVTTOOLTIPB100215	is paid to help [Root.GetTitledFirstName] tear down and erect new buildings	is paid to help [Root.GetTitledFirstName] tear down and erect new buildings
EVTDESC100215	After I told [From.GetTitledFirstName] the best way would be to tear the buildings down and what it would cost to erect new buildings, including my share of the money, [From.GetTitledFirstName] was silent for a very long time. I was about to nudge [From.GetTitledFirstName], thinking [From.GetSheHe] might have forgotten that I was standing next to [From.GetHerHim] when [From.GetSheHe] spoke up.	After I told [From.GetTitledFirstName] the best way would be to tear the buildings down and what it would cost to erect new buildings, including my share of the money, [From.GetTitledFirstName] was silent for a very long time. I was about to nudge [From.GetTitledFirstName], thinking [From.GetSheHe] might have forgotten that I was standing next to [From.GetHerHim] when [From.GetSheHe] spoke up.
EVTOPTA100215	[From.GetTitledFirstName] disagreed and rejected my idea	[From.GetTitledFirstName] disagreed and rejected my idea
EVTOPTB100215	[From.GetTitledFirstName] agreed, and accepted that I would get a share	[From.GetTitledFirstName] agreed, and accepted that I would get a share
EVTDESC100220	My food has tasted strange lately and I have begun to eat less and less for fear of being poisoned. I don't trust the [Root.GetSpymasterName] to find the poisoner, the only one I can rely on is my friend.	My food has tasted strange lately and I have begun to eat less and less for fear of being poisoned. I don't trust the [Root.GetSpymasterName] to find the poisoner, the only one I can rely on is my friend.
EVTOPTA100220	With my friend, I'll find the poisoner and put a stop to this!	With my friend, I'll find the poisoner and put a stop to this!
EVTTOOLTIP100221	is convinced someone is trying to poison [Root.GetTitledFirstName]	is convinced someone is trying to poison [Root.GetTitledFirstName]
EVTOPTB100220	I'm just being paranoid, the food is fine	I'm just being paranoid, the food is fine
EVTDESC100221	It all sounded as another of [From.GetTitledFirstName]'s paranoid delusions, but I had to agree when [From.GetSheHe] invited me for dinner that the food had an odd taste and a rather strange lingering aftertaste. Someone might be trying to poison [From.GetTitledFirstName]!	It all sounded as another of [From.GetTitledFirstName]'s paranoid delusions, but I had to agree when [From.GetSheHe] invited me for dinner that the food had an odd taste and a rather strange lingering aftertaste. Someone might be trying to poison [From.GetTitledFirstName]!
EVTOPTA100221	You need my help and you'll get it!	You need my help and you'll get it!
EVTTOOLTIP100222	is relieved [Root.GetTitledFirstName] believes someone is trying to poison [This.GetHerHim]	is relieved [Root.GetTitledFirstName] believes someone is trying to poison [This.GetHerHim]
EVTOPTB100221	I feel fine! The food taste funny but it's not poisoned!	I feel fine! The food taste funny but it's not poisoned!
EVTTOOLTIP100223	cannot believe [Root.GetTitledFirstName] does not believe someone is trying to poison [This.GetHerHim]	cannot believe [Root.GetTitledFirstName] does not believe someone is trying to poison [This.GetHerHim]
EVTOPTC100221	Give me some coins and I'll have this figured out in no time!	Give me some coins and I'll have this figured out in no time!
EVTTOOLTIP100224	contemplates whether or not it is worth it	contemplates whether or not it is worth it
EVTDESC100222	[From.GetTitledFirstName] did agree with me that the food tasted strange, but wasn't entirely certain someone was trying to poison me. I gave [From.GetTitledFirstName] permission to talk to and interrogate whomever [From.GetSheHe] saw fit, and the cook confessed to having used rancid meat in the stews and trying to cover up the taste with a lot of spices, some poisonous unless used in moderation...	[From.GetTitledFirstName] did agree with me that the food tasted strange, but wasn't entirely certain someone was trying to poison me. I gave [From.GetTitledFirstName] permission to talk to and interrogate whomever [From.GetSheHe] saw fit, and the cook confessed to having used rancid meat in the stews and trying to cover up the taste with a lot of spices, some poisonous unless used in moderation...
EVTOPTA100222	The cook didn't intend to poison me, but it was close	The cook didn't intend to poison me, but it was close
EVTDESC100223	What are you talking about? Poison? You must be joking, this stew tastes fine. Maybe it needs a bit more salt but there's nothing wrong with it!'\n[From.GetTitledFirstName] dismissed my concerns, leaving me feeling forlorn and scared for my life.	What are you talking about? Poison? You must be joking, this stew tastes fine. Maybe it needs a bit more salt but there's nothing wrong with it!'\n[From.GetTitledFirstName] dismissed my concerns, leaving me feeling forlorn and scared for my life.
EVTOPTA100223	The poisoner is out there, wanting to kill me!	The poisoner is out there, wanting to kill me!
EVTDESC100224	To be completely sure the food was or was not poisoned, [From.GetTitledFirstName] required certain expensive equipment and I was the one to pay for it. Although the food tastes strange, I do not feel any different than before. The question is if this really is necessary: do I really want to know?	To be completely sure the food was or was not poisoned, [From.GetTitledFirstName] required certain expensive equipment and I was the one to pay for it. Although the food tastes strange, I do not feel any different than before. The question is if this really is necessary: do I really want to know?
EVTOPTA100224	No, I don't care. The equipment costs too much!	No, I don't care. The equipment costs too much!
EVTTOOLTIPA100225	accepts [Root.GetTitledFirstName] decision	accepts [Root.GetTitledFirstName] decision
EVTOPTB100224	Of course I need to know! Take all my money!	Of course I need to know! Take all my money!
EVTTOOLTIPB100225	only takes what [This.GetTitledFirstName] needs to pay for the equipment	only takes what [This.GetTitledFirstName] needs to pay for the equipment
EVTDESC100225	It was a fine bluff, telling [From.GetTitledFirstName] I needed expensive equipment to determine if the food was poisoned or not. As soon as I had tasted the stew I knew the strange taste was from rancid meat poorly covered up with enough spices to water your eyes. [From.GetTitledFirstName] tried to decide if [From.GetSheHe] wanted to take a risk of being poisoned or if it was worth paying what I deemed a fair cost.	It was a fine bluff, telling [From.GetTitledFirstName] I needed expensive equipment to determine if the food was poisoned or not. As soon as I had tasted the stew I knew the strange taste was from rancid meat poorly covered up with enough spices to water your eyes. [From.GetTitledFirstName] tried to decide if [From.GetSheHe] wanted to take a risk of being poisoned or if it was worth paying what I deemed a fair cost.
EVTOPTA100225	I thought [From.GetTitledFirstName] was paranoid enough...	I thought [From.GetTitledFirstName] was paranoid enough...
EVTOPTB100225	[From.GetTitledFirstName] accepted the prize	[From.GetTitledFirstName] accepted the prize
